PT-Multiple-0264,1605868429030676,PT-Multiple-0264-20200806/1001
PT-Multiple-0265,1605868435001745,PT-Multiple-0265-20200806/10014
PT-Multiple-0266,1605868439186989,PT-Multiple-0266-20200806/10015
PT-Multiple-0267,1605868442322266,PT-Multiple-0267-20200806/10002
PT-Multiple-0268,1605868445884668,PT-Multiple-0268-20200806/10050
PT-Multiple-0269,1605868449271417,PT-Multiple-0269-20200806/1004
PT-Multiple-0270,1605868452130492,PT-Multiple-0270-20200806/10031
PT-Multiple-0271,1605868456495016,PT-Multiple-0271-20200806/10016
PT-Multiple-0272,1605868459703762,PT-Multiple-0272-20200806/10021
PT-Multiple-0273,1605868462443794,PT-Multiple-0273-20200806/10007
PT-Multiple-0274,1605868465196381,PT-Multiple-0274-20200806/10135
PT-Multiple-0275,1605868468090144,PT-Multiple-0275-20200806/1003
PT-Multiple-0276,1605868471253481,PT-Multiple-0276-20200806/10042
PT-Multiple-0277,1605868473981808,PT-Multiple-0277-20200806/10028
PT-Multiple-0278,1605868482096069,PT-Multiple-0278-20200806/10036
PT-Multiple-0279,1605868485162165,PT-Multiple-0279-20200806/1002
PT-Multiple-0280,1605868488066736,PT-Multiple-0280-20200806/10068
PT-Multiple-0281,1605868490616684,PT-Multiple-0281-20200806/10059
PT-Multiple-0282,1605868493429507,PT-Multiple-0282-20200806/10037
PT-Multiple-0283,1605868496101822,PT-Multiple-0283-20200806/10046
PT-Multiple-0284,1605868498953691,PT-Multiple-0284-20200806/10073
PT-Multiple-0285,1605868501664780,PT-Multiple-0285-20200806/10102
PT-Multiple-0286,1605868504389369,PT-Multiple-0286-20200806/10092
PT-Multiple-0287,1605868507170865,PT-Multiple-0287-20200806/10087
PT-Multiple-0288,1605868509703390,PT-Multiple-0288-20200806/10018
PT-Multiple-0289,1605868512640027,PT-Multiple-0289-20200806/10060
PT-Multiple-0290,1605868515594452,PT-Multiple-0290-20200806/10078
PT-Multiple-0291,1605868518400178,PT-Multiple-0291-20200806/10055
PT-Multiple-0292,1605868521387867,PT-Multiple-0292-20200806/10034
PT-Multiple-0293,1605868523926670,PT-Multiple-0293-20200806/10001
PT-Multiple-0294,1605868526751067,PT-Multiple-0294-20200806/10085
PT-Multiple-0295,1605868529794866,PT-Multiple-0295-20200806/10041
PT-Multiple-0296,1605868532387724,PT-Multiple-0296-20200806/10029
PT-Multiple-0297,1605868535254905,PT-Multiple-0297-20200806/10071
PT-Multiple-0298,1605868537954924,PT-Multiple-0298-20200806/10112
PT-Multiple-0299,1605868541330368,PT-Multiple-0299-20200806/10051
PT-Multiple-0300,1605868543911876,PT-Multiple-0300-20200806/10065
PT-Multiple-0301,1605868547252012,PT-Multiple-0301-20200806/10080
PT-Multiple-0302,1605868550242025,PT-Multiple-0302-20200806/10009
PT-Multiple-0303,1605868553203586,PT-Multiple-0303-20200806/10069
PT-Multiple-0304,1605868556054895,PT-Multiple-0304-20200806/10052
PT-Multiple-0305,1605868558775026,PT-Multiple-0305-20200806/10075
PT-Multiple-0306,1605868561464659,PT-Multiple-0306-20200806/10043
PT-Multiple-0307,1605868564281480,PT-Multiple-0307-20200806/10027
PT-Multiple-0308,1605868567639767,PT-Multiple-0308-20200806/10093
PT-Multiple-0309,1605868570460888,PT-Multiple-0309-20200806/10012
PT-Multiple-0310,1605868573634273,PT-Multiple-0310-20200806/10040
PT-Multiple-0311,1605868576208190,PT-Multiple-0311-20200806/10033
PT-Multiple-0312,1605868579108421,PT-Multiple-0312-20200806/10067
PT-Multiple-0313,1605868581880892,PT-Multiple-0313-20200806/10019
PT-Multiple-0314,1605868584741497,PT-Multiple-0314-20200806/10088
PT-Multiple-0315,1605868587437440,PT-Multiple-0315-20200806/10006
PT-Multiple-0316,1605868589960977,PT-Multiple-0316-20200806/10048
PT-Multiple-0317,1605868593303198,PT-Multiple-0317-20200806/10008
PT-Multiple-0318,1605868596199213,PT-Multiple-0318-20200806/10084
PT-Multiple-0319,1605868598984604,PT-Multiple-0319-20200806/10035
PT-Multiple-0320,1605868601553586,PT-Multiple-0320-20200806/10005
PT-Multiple-0321,1605868604100708,PT-Multiple-0321-20200806/10129
PT-Multiple-0322,1605868607024210,PT-Multiple-0322-20200806/10011
PT-Multiple-0323,1605868609719593,PT-Multiple-0323-20200806/10074
PT-Multiple-0324,1605868612644879,PT-Multiple-0324-20200806/10045
PT-Multiple-0325,1605868615300842,PT-Multiple-0325-20200806/10024
PT-Multiple-0326,1605868618065442,PT-Multiple-0326-20200806/10026
PT-Multiple-0327,1605868621064325,PT-Multiple-0327-20200806/10064
PT-Multiple-0328,1605868623722391,PT-Multiple-0328-20200806/10079
PT-Multiple-0329,1605868626435371,PT-Multiple-0329-20200806/10081
PT-Multiple-0330,1605868629745339,PT-Multiple-0330-20200806/10066
PT-Multiple-0331,1605868633767048,PT-Multiple-0331-20200806/10089
PT-Multiple-0332,1605868636683994,PT-Multiple-0332-20200806/10057
PT-Multiple-0333,1605868639591079,PT-Multiple-0333-20200806/10099
PT-Multiple-0334,1605868642132143,PT-Multiple-0334-20200806/10025
PT-Multiple-0335,1605868644907617,PT-Multiple-0335-20200806/10098
PT-Multiple-0336,1605868647641700,PT-Multiple-0336-20200806/10100
PT-Multiple-0337,1605868650385005,PT-Multiple-0337-20200806/10049
PT-Multiple-0338,1605868653244589,PT-Multiple-0338-20200806/10003
PT-Multiple-0339,1605868656162655,PT-Multiple-0339-20200806/10070
PT-Multiple-0340,1605868658867285,PT-Multiple-0340-20200806/10104
PT-Multiple-0341,1605868661815057,PT-Multiple-0341-20200806/10000
PT-Multiple-0342,1605868664713366,PT-Multiple-0342-20200806/10058
PT-Multiple-0343,1605868667383076,PT-Multiple-0343-20200806/10127
PT-Multiple-0344,1605868670008033,PT-Multiple-0344-20200806/10115
PT-Multiple-0345,1605868673244254,PT-Multiple-0345-20200806/10010
PT-Multiple-0346,1605868675807736,PT-Multiple-0346-20200806/10062
PT-Multiple-0347,1605868678804599,PT-Multiple-0347-20200806/10020
PT-Multiple-0348,1605868681472400,PT-Multiple-0348-20200806/10004
PT-Multiple-0349,1605868684179358,PT-Multiple-0349-20200806/10083
PT-Multiple-0350,1605868687048964,PT-Multiple-0350-20200806/10022
PT-Multiple-0351,1605868689852413,PT-Multiple-0351-20200806/10044
PT-Multiple-0352,1605868692648014,PT-Multiple-0352-20200806/10056
PT-Multiple-0353,1605868695426012,PT-Multiple-0353-20200806/10072
PT-Multiple-0354,1605868698197107,PT-Multiple-0354-20200806/10118
PT-Multiple-0355,1605868700966895,PT-Multiple-0355-20200806/10300
PT-Multiple-0356,1605868703667227,PT-Multiple-0356-20200806/10450
PT-Multiple-0357,1605868706604920,PT-Multiple-0357-20200806/10685
PT-Multiple-0358,1605868709571167,PT-Multiple-0358-20200806/10817
PT-Multiple-0359,1605868712202131,PT-Multiple-0359-20200806/11023
PT-Multiple-0360,1605868714823173,PT-Multiple-0360-20200806/11194
PT-Multiple-0361,1605868717409566,PT-Multiple-0361-20200806/11320
PT-Multiple-0362,1605868720118725,PT-Multiple-0362-20200806/11510
PT-Multiple-0363,1605868722860340,PT-Multiple-0363-20200806/11644
PT-Multiple-0364,1605868725852351,PT-Multiple-0364-20200806/11766
PT-Multiple-0365,1605868728578052,PT-Multiple-0365-20200806/11926
PT-Multiple-0366,1605868738207866,PT-Multiple-0366-20200806/12044
PT-Multiple-0367,1605868742697714,PT-Multiple-0367-20200806/12069
PT-Multiple-0368,1605868745857398,PT-Multiple-0368-20200806/12187
PT-Multiple-0369,1605868749161904,PT-Multiple-0369-20200806/12405
PT-Multiple-0370,1605868751920205,PT-Multiple-0370-20200806/12582
PT-Multiple-0371,1605868754521349,PT-Multiple-0371-20200806/12750
PT-Multiple-0372,1605868757407595,PT-Multiple-0372-20200806/12939
PT-Multiple-0373,1605868760116738,PT-Multiple-0373-20200806/13118
PT-Multiple-0374,1605868763359285,PT-Multiple-0374-20200806/13311
PT-Multiple-0375,1605868766055898,PT-Multiple-0375-20200806/13430
PT-Multiple-0376,1605868768649755,PT-Multiple-0376-20200806/13551
PT-Multiple-0377,1605868771421200,PT-Multiple-0377-20200806/13693
PT-Multiple-0378,1605868776440205,PT-Multiple-0378-20200806/13843
PT-Multiple-0379,1605868779451050,PT-Multiple-0379-20200806/14007
PT-Multiple-0380,1605868782100298,PT-Multiple-0380-20200806/14138
PT-Multiple-0381,1605868785240901,PT-Multiple-0381-20200806/14299
PT-Multiple-0382,1605868788028816,PT-Multiple-0382-20200806/14464
PT-Multiple-0383,1605868790658196,PT-Multiple-0383-20200806/14667
PT-Multiple-0384,1605868793525939,PT-Multiple-0384-20200806/14804
PT-Multiple-0385,1605868796343710,PT-Multiple-0385-20200806/14983
PT-Multiple-0386,1605868799114704,PT-Multiple-0386-20200806/15125
PT-Multiple-0387,1605868801939163,PT-Multiple-0387-20200806/15322
PT-Multiple-0388,1605868805232268,PT-Multiple-0388-20200806/15528
PT-Multiple-0389,1605868808215708,PT-Multiple-0389-20200806/15745
PT-Multiple-0390,1605868810843786,PT-Multiple-0390-20200806/15949
PT-Multiple-0391,1605868813600159,PT-Multiple-0391-20200806/16108
PT-Multiple-0392,1605868816692823,PT-Multiple-0392-20200806/16317
PT-Multiple-0393,1605868819516250,PT-Multiple-0393-20200806/16451
PT-Multiple-0394,1605868822370877,PT-Multiple-0394-20200806/16655
PT-Multiple-0395,1605868825022863,PT-Multiple-0395-20200806/16809
PT-Multiple-0396,1605868828181781,PT-Multiple-0396-20200806/16933
PT-Multiple-0397,1605868830943152,PT-Multiple-0397-20200806/17082
PT-Multiple-0398,1605868833560425,PT-Multiple-0398-20200806/17236
PT-Multiple-0399,1605868836144987,PT-Multiple-0399-20200806/17404
PT-Multiple-0400,1605868839416432,PT-Multiple-0400-20200806/17572
PT-Multiple-0401,1605868842215136,PT-Multiple-0401-20200806/17725
PT-Multiple-0402,1605868845023289,PT-Multiple-0402-20200806/17992
PT-Multiple-0403,1605868847610778,PT-Multiple-0403-20200806/18061
PT-Multiple-0404,1605868850312577,PT-Multiple-0404-20200806/18176
PT-Multiple-0405,1605868853198403,PT-Multiple-0405-20200806/18384
PT-Multiple-0406,1605868856593857,PT-Multiple-0406-20200806/18535
PT-Multiple-0407,1605868859191113,PT-Multiple-0407-20200806/18739
PT-Multiple-0408,1605868861765987,PT-Multiple-0408-20200806/18919
PT-Multiple-0409,1605868864338915,PT-Multiple-0409-20200806/19115
PT-Multiple-0410,1605868867293687,PT-Multiple-0410-20200806/19321
PT-Multiple-0411,1605868869934809,PT-Multiple-0411-20200806/19470
PT-Multiple-0412,1605868872693616,PT-Multiple-0412-20200806/19654
PT-Multiple-0413,1605868875561802,PT-Multiple-0413-20200806/19860
PT-Multiple-0414,1605868878025870,PT-Multiple-0414-20200806/20060
PT-Multiple-0415,1605868880765174,PT-Multiple-0415-20200806/20225
PT-Multiple-0416,1605868883407105,PT-Multiple-0416-20200806/20386
PT-Multiple-0417,1605868886370672,PT-Multiple-0417-20200806/20606
PT-Multiple-0418,1605868889055122,PT-Multiple-0418-20200806/20830
PT-Multiple-0419,1605868891755875,PT-Multiple-0419-20200806/20938
PT-Multiple-0420,1605868894837019,PT-Multiple-0420-20200806/21127
PT-Multiple-0421,1605868897640527,PT-Multiple-0421-20200806/21328
PT-Multiple-0422,1605868900490092,PT-Multiple-0422-20200806/21483
PT-Multiple-0423,1605868903149232,PT-Multiple-0423-20200806/21674
PT-Multiple-0424,1605868906159766,PT-Multiple-0424-20200806/21884
PT-Multiple-0425,1605868909003870,PT-Multiple-0425-20200806/22049
PT-Multiple-0426,1605868911951082,PT-Multiple-0426-20200806/22172
PT-Multiple-0427,1605868914799454,PT-Multiple-0427-20200806/22317
PT-Multiple-0428,1605868917748698,PT-Multiple-0428-20200806/22442
PT-Multiple-0429,1605868920485528,PT-Multiple-0429-20200806/22605
PT-Multiple-0430,1605868923341785,PT-Multiple-0430-20200806/22733
PT-Multiple-0431,1605868925989656,PT-Multiple-0431-20200806/22844
PT-Multiple-0432,1605868928720405,PT-Multiple-0432-20200806/23014
PT-Multiple-0433,1605868932040097,PT-Multiple-0433-20200806/23155
PT-Multiple-0434,1605868935258282,PT-Multiple-0434-20200806/23278
PT-Multiple-0435,1605868937965199,PT-Multiple-0435-20200806/23416
PT-Multiple-0436,1605868941045277,PT-Multiple-0436-20200806/23478
PT-Multiple-0437,1605868943670627,PT-Multiple-0437-20200806/23695
PT-Multiple-0438,1605868946465033,PT-Multiple-0438-20200806/23839
PT-Multiple-0439,1605868949289703,PT-Multiple-0439-20200806/23981
PT-Multiple-0440,1605868952127386,PT-Multiple-0440-20200806/24141
PT-Multiple-0441,1605868955277857,PT-Multiple-0441-20200806/24308
PT-Multiple-0442,1605868958510429,PT-Multiple-0442-20200806/24577
PT-Multiple-0443,1605868961302699,PT-Multiple-0443-20200806/24714
PT-Multiple-0444,1605868964489253,PT-Multiple-0444-20200806/24917
PT-Multiple-0445,1605868967161339,PT-Multiple-0445-20200806/25130
PT-Multiple-0446,1605868970273568,PT-Multiple-0446-20200806/25240
PT-Multiple-0447,1605868973517623,PT-Multiple-0447-20200806/25418
PT-Multiple-0448,1605868976199791,PT-Multiple-0448-20200806/25762
PT-Multiple-0449,1605868979709364,PT-Multiple-0449-20200806/25955
PT-Multiple-0450,1605868982509322,PT-Multiple-0450-20200806/26106
PT-Multiple-0451,1605868985408282,PT-Multiple-0451-20200806/26307
PT-Multiple-0452,1605868988659857,PT-Multiple-0452-20200806/26497
PT-Multiple-0453,1605868991876985,PT-Multiple-0453-20200806/26655
PT-Multiple-0454,1605868994746052,PT-Multiple-0454-20200806/26843
PT-Multiple-0455,1605868997718009,PT-Multiple-0455-20200806/26974
PT-Multiple-0456,1605869000332481,PT-Multiple-0456-20200806/27160
PT-Multiple-0457,1605869003434110,PT-Multiple-0457-20200806/27339
PT-Multiple-0458,1605869006762160,PT-Multiple-0458-20200806/27545
PT-Multiple-0459,1605869009719381,PT-Multiple-0459-20200806/27716
PT-Multiple-0460,1605869012882184,PT-Multiple-0460-20200806/27884
PT-Multiple-0461,1605869015828838,PT-Multiple-0461-20200806/28074
PT-Multiple-0462,1605869018652599,PT-Multiple-0462-20200806/28329
PT-Multiple-0463,1605869021498279,PT-Multiple-0463-20200806/28464
